time,station,land
1959.63,0.01,-0.01
1959.71,-0.16,-0.06
1959.79,-0.07,-0.07
1959.88,-0.07,-0.08
1959.96,0.11,0.00
1960.04,0.06,0.00
1960.13,0.24,0.13
1960.21,-0.50,-0.35
1960.29,-0.24,-0.15
1960.38,-0.15,-0.08
1960.46,-0.04,-0.04
1960.54,-0.12,-0.04
1960.63,0.06,0.02
1960.71,0.08,0.07
1960.79,0.11,0.05
1960.88,-0.08,-0.11
1960.96,0.19,0.19
1961.04,0.08,0.07
1961.13,0.20,0.19
1961.21,0.02,0.09
1961.29,0.14,0.13
1961.38,0.19,0.12
1961.46,0.17,0.12
1961.54,0.06,0.01
1961.63,0.07,0.01
1961.71,0.23,0.09
1961.79,0.12,0.00
1961.88,0.10,0.03
1961.96,-0.15,-0.16
1962.04,0.04,0.05
1962.13,0.18,0.15
1962.21,0.10,0.10
1962.29,0.06,0.05
1962.38,-0.11,-0.06
1962.46,0.05,0.03
1962.54,-0.10,0.02
1962.63,-0.05,-0.01
1962.71,0.02,0.00
1962.79,0.04,0.01
1962.88,0.11,0.06
1962.96,0.00,-0.03
1963.04,0.00,-0.03
1963.13,0.22,0.18
1963.21,-0.21,-0.14
1963.29,-0.20,-0.07
1963.38,-0.13,-0.06
1963.46,0.06,0.05
1963.54,0.05,0.06
1963.63,0.18,0.22
1963.71,0.24,0.18
1963.79,0.14,0.14
1963.88,0.09,0.15
1963.96,-0.06,-0.03
1964.04,-0.06,-0.09
1964.13,-0.13,-0.10
1964.21,-0.23,-0.21
1964.29,-0.36,-0.32
1964.38,-0.32,-0.25
1964.46,-0.11,-0.04
1964.54,-0.04,-0.04
1964.63,-0.30,-0.22
1964.71,-0.38,-0.29
1964.79,-0.33,-0.31
1964.88,-0.20,-0.21
1964.96,-0.33,-0.30
1965.04,-0.03,-0.08
1965.13,-0.17,-0.17
1965.21,-0.10,-0.13
1965.29,-0.22,-0.19
1965.38,-0.07,-0.12
1965.46,-0.09,-0.08
1965.54,-0.25,-0.13
1965.63,-0.06,-0.04
1965.71,-0.22,-0.15
1965.79,-0.08,-0.05
1965.88,-0.07,-0.06
1965.96,-0.18,-0.08
1966.04,-0.20,-0.19
1966.13,-0.04,-0.04
1966.21,0.17,0.04
1966.29,-0.08,-0.13
1966.38,-0.09,-0.12
1966.46,0.00,0.01
1966.54,0.10,0.08
1966.63,-0.10,-0.09
1966.71,-0.02,-0.03
1966.79,-0.26,-0.16
1966.88,0.01,-0.01
1966.96,-0.05,-0.03
1967.04,-0.06,-0.08
1967.13,-0.25,-0.20
1967.21,0.03,0.05
1967.29,-0.07,-0.05
1967.38,0.17,0.12
1967.46,-0.08,-0.08
1967.54,0.08,0.02
1967.63,0.05,0.01
1967.71,0.01,-0.06
1967.79,0.12,0.09
1967.88,0.04,-0.05
1967.96,-0.01,-0.05
1968.04,-0.19,-0.25
1968.13,-0.15,-0.14
1968.21,0.33,0.20
1968.29,-0.10,-0.06
1968.38,-0.19,-0.14
1968.46,-0.16,-0.09
1968.54,-0.14,-0.13
1968.63,-0.07,-0.08
1968.71,-0.28,-0.19
1968.79,0.05,0.09
1968.88,-0.11,-0.05
1968.96,-0.22,-0.14
1969.04,-0.14,-0.11
1969.13,-0.29,-0.18
1969.21,-0.08,0.01
1969.29,0.11,0.17
1969.38,0.17,0.18
1969.46,0.06,0.03
1969.54,-0.04,-0.04
1969.63,-0.04,0.04
1969.71,0.03,0.09
1969.79,0.05,0.10
1969.88,0.09,0.12
1969.96,0.32,0.24
1970.04,0.07,0.08
1970.13,0.30,0.22
1970.21,0.09,0.06
1970.29,0.07,0.05
1970.38,-0.05,-0.04
1970.46,0.11,-0.03
1970.54,0.15,0.01
1970.63,-0.11,-0.10
1970.71,0.16,0.12
1970.79,0.07,0.03
1970.88,0.03,0.02
1970.96,-0.10,-0.12
1971.04,-0.02,-0.02
1971.13,-0.08,-0.16
1971.21,-0.19,-0.18
1971.29,-0.04,-0.07
1971.38,-0.07,-0.05
1971.46,-0.20,-0.17
1971.54,-0.08,-0.08
1971.63,0.05,-0.01
1971.71,0.02,-0.06
1971.79,0.03,-0.04
1971.88,-0.15,-0.07
1971.96,-0.08,-0.08
1972.04,-0.28,-0.22
1972.13,-0.30,-0.18
1972.21,-0.06,0.02
1972.29,-0.04,0.00
1972.38,-0.02,-0.03
1972.46,0.07,0.04
1972.54,0.07,0.01
1972.63,0.21,0.16
1972.71,0.06,0.02
1972.79,-0.04,0.08
1972.88,-0.07,0.02
1972.96,0.12,0.18
1973.04,0.26,0.29
1973.13,0.33,0.32
1973.21,0.38,0.29
1973.29,0.35,0.27
1973.38,0.30,0.23
1973.46,0.28,0.19
1973.54,0.22,0.13
1973.63,0.06,0.05
1973.71,0.08,0.09
1973.79,0.13,0.10
1973.88,0.09,0.05
1973.96,-0.02,-0.07
1974.04,-0.03,-0.10
1974.13,-0.24,-0.27
1974.21,-0.03,-0.05
1974.29,-0.11,-0.11
1974.38,-0.02,-0.04
1974.46,0.03,-0.05
1974.54,0.00,-0.03
1974.63,0.13,0.11
1974.71,-0.09,-0.08
1974.79,-0.04,-0.05
1974.88,-0.08,-0.08
1974.96,-0.02,-0.08
1975.04,0.10,0.10
1975.13,0.13,0.08
1975.21,0.15,0.13
1975.29,0.03,0.04
1975.38,0.24,0.16
1975.46,0.02,-0.01
1975.54,0.05,-0.01
1975.63,-0.23,-0.17
1975.71,-0.02,-0.02
1975.79,-0.05,-0.11
1975.88,-0.13,-0.17
1975.96,-0.21,-0.17
1976.04,-0.04,-0.03
1976.13,-0.09,-0.06
1976.21,-0.34,-0.21
1976.29,-0.21,-0.07
1976.38,-0.20,-0.20
1976.46,-0.16,-0.12
1976.54,-0.19,-0.10
1976.63,-0.23,-0.12
1976.71,-0.14,-0.06
1976.79,-0.37,-0.24
1976.88,-0.24,-0.06
1976.96,-0.03,0.11
1977.04,0.12,0.19
1977.13,0.23,0.23
1977.21,0.28,0.25
1977.29,0.29,0.26
1977.38,0.31,0.33
1977.46,0.33,0.27
1977.54,0.26,0.20
1977.63,0.29,0.18
1977.71,-0.11,0.02
1977.79,-0.02,0.03
1977.88,0.20,0.16
1977.96,0.11,0.03
1978.04,0.09,0.06
1978.13,0.14,0.10
1978.21,0.23,0.19
1978.29,0.28,0.17
1978.38,0.23,0.09
1978.46,-0.01,-0.01
1978.54,0.18,0.04
1978.63,-0.16,-0.13
1978.71,0.12,0.06
1978.79,0.03,0.03
1978.88,0.09,0.14
1978.96,0.07,0.08
1979.04,0.08,0.08
1979.13,-0.13,-0.10
1979.21,0.23,0.19
1979.29,0.22,0.15
1979.38,-0.03,0.04
1979.46,0.18,0.14
1979.54,0.02,0.04
1979.63,0.13,0.17
1979.71,0.25,0.25
1979.79,0.25,0.26
1979.88,0.27,0.28
1979.96,0.50,0.48
1980.04,0.32,0.30
1980.13,0.37,0.40
1980.21,0.36,0.30
1980.29,0.35,0.30
1980.38,0.45,0.35
1980.46,0.22,0.20
1980.54,0.28,0.22
1980.63,0.24,0.19
1980.71,0.31,0.20
1980.79,0.15,0.13
1980.88,0.26,0.30
1980.96,0.18,0.22
1981.04,0.56,0.53
1981.13,0.51,0.42
1981.21,0.61,0.48
1981.29,0.47,0.32
1981.38,0.31,0.25
1981.46,0.31,0.29
1981.54,0.44,0.32
1981.63,0.52,0.35
1981.71,0.21,0.15
1981.79,0.04,0.12
1981.88,0.20,0.23
1981.96,0.43,0.41
1982.04,0.00,0.05
1982.13,0.20,0.16
1982.21,0.00,0.03
1982.29,0.07,0.15
1982.38,0.25,0.18
1982.46,0.00,0.06
1982.54,0.17,0.14
1982.63,0.00,0.04
1982.71,0.03,0.14
1982.79,-0.03,0.13
1982.88,0.14,0.18
1982.96,0.36,0.42
1983.04,0.46,0.53
1983.13,0.40,0.43
1983.21,0.43,0.42
1983.29,0.34,0.28
1983.38,0.43,0.34
1983.46,0.24,0.23
1983.54,0.17,0.18
1983.63,0.45,0.36
1983.71,0.51,0.37
1983.79,0.21,0.17
1983.88,0.27,0.30
1983.96,0.15,0.17
1984.04,0.21,0.31
1984.13,0.07,0.14
1984.21,0.29,0.26
1984.29,0.07,0.06
1984.38,0.45,0.33
1984.46,-0.03,0.02
1984.54,0.17,0.19
1984.63,0.27,0.19
1984.71,0.22,0.21
1984.79,0.14,0.14
1984.88,0.09,0.07
1984.96,-0.03,-0.04
1985.04,0.27,0.22
1985.13,0.02,-0.04
1985.21,0.19,0.17
1985.29,0.17,0.12
1985.38,0.10,0.15
1985.46,0.21,0.15
1985.54,0.02,0.04
1985.63,0.31,0.17
1985.71,0.18,0.13
1985.79,0.10,0.12
1985.88,0.01,0.05
1985.96,0.07,0.14
1986.04,0.33,0.26
1986.13,0.45,0.37
1986.21,0.37,0.30
1986.29,0.33,0.22
1986.38,0.26,0.21
1986.46,0.09,0.12
1986.54,0.10,0.11
1986.63,0.23,0.16
1986.71,-0.01,0.03
1986.79,0.11,0.15
1986.88,0.04,0.10
1986.96,0.11,0.13
1987.04,0.32,0.32
1987.13,0.46,0.43
1987.21,0.22,0.18
1987.29,0.36,0.25
1987.38,0.23,0.25
1987.46,0.47,0.35
1987.54,0.48,0.41
1987.63,0.17,0.25
1987.71,0.28,0.35
1987.79,0.35,0.33
1987.88,0.32,0.29
1987.96,0.50,0.46
1988.04,0.59,0.56
1988.13,0.45,0.44
1988.21,0.58,0.52
1988.29,0.43,0.43
1988.38,0.58,0.44
1988.46,0.49,0.40
1988.54,0.39,0.33
1988.63,0.43,0.39
1988.71,0.47,0.37
1988.79,0.49,0.38
1988.88,0.13,0.12
1988.96,0.28,0.29
1989.04,0.15,0.12
1989.13,0.34,0.30
1989.21,0.37,0.36
1989.29,0.34,0.29
1989.38,0.16,0.17
1989.46,0.13,0.17
1989.54,0.44,0.34
1989.63,0.43,0.33
1989.71,0.46,0.35
1989.79,0.37,0.29
1989.88,0.18,0.19
1989.96,0.38,0.37
1990.04,0.49,0.41
1990.13,0.44,0.44
1990.21,0.90,0.80
1990.29,0.62,0.56
1990.38,0.48,0.45
1990.46,0.39,0.38
1990.54,0.67,0.46
1990.63,0.44,0.34
1990.71,0.19,0.23
1990.79,0.56,0.45
1990.88,0.55,0.47
1990.96,0.47,0.41
1991.04,0.47,0.43
1991.13,0.58,0.50
1991.21,0.43,0.35
1991.29,0.63,0.51
1991.38,0.36,0.35
1991.46,0.61,0.53
1991.54,0.58,0.47
1991.63,0.52,0.39
1991.71,0.50,0.44
1991.79,0.30,0.29
1991.88,0.27,0.30
1991.96,0.28,0.32
1992.04,0.53,0.47
1992.13,0.37,0.40
1992.21,0.54,0.48
1992.29,0.26,0.27
1992.38,0.23,0.31
1992.46,0.28,0.26
1992.54,-0.01,0.09
1992.63,0.12,0.08
1992.71,-0.07,-0.01
1992.79,0.02,0.06
1992.88,-0.01,0.03
1992.96,0.23,0.21
1993.04,0.31,0.35
1993.13,0.35,0.37
1993.21,0.31,0.36
1993.29,0.29,0.28
1993.38,0.27,0.29
1993.46,0.19,0.23
1993.54,0.32,0.25
1993.63,0.17,0.11
1993.71,0.12,0.12
1993.79,0.26,0.23
1993.88,0.05,0.04
1993.96,0.23,0.18
1994.04,0.37,0.26
1994.13,0.07,0.03
1994.21,0.27,0.29
1994.29,0.52,0.41
1994.38,0.22,0.28
1994.46,0.56,0.44
1994.54,0.39,0.30
1994.63,0.28,0.22
1994.71,0.41,0.32
1994.79,0.42,0.42
1994.88,0.50,0.44
1994.96,0.46,0.38
1995.04,0.55,0.52
1995.13,0.93,0.80
1995.21,0.50,0.47
1995.29,0.55,0.47
1995.38,0.37,0.27
1995.46,0.54,0.44
1995.54,0.62,0.45
1995.63,0.58,0.45
1995.71,0.45,0.34
1995.79,0.64,0.48
1995.88,0.47,0.44
1995.96,0.32,0.26
1996.04,0.36,0.24
1996.13,0.54,0.46
1996.21,0.44,0.33
1996.29,0.43,0.32
1996.38,0.35,0.28
1996.46,0.33,0.26
1996.54,0.56,0.37
1996.63,0.74,0.48
1996.71,0.41,0.25
1996.79,0.33,0.20
1996.88,0.46,0.39
1996.96,0.47,0.37
1997.04,0.44,0.30
1997.13,0.57,0.41
1997.21,0.60,0.52
1997.29,0.34,0.34
1997.38,0.37,0.34
1997.46,0.67,0.54
1997.54,0.32,0.34
1997.63,0.46,0.42
1997.71,0.50,0.52
1997.79,0.61,0.61
1997.88,0.71,0.65
1997.96,0.69,0.59
1998.04,0.70,0.59
1998.13,1.18,0.88
1998.21,0.83,0.64
1998.29,0.79,0.64
1998.38,0.91,0.68
1998.46,1.03,0.77
1998.54,0.90,0.66
1998.63,0.86,0.66
1998.71,0.61,0.42
1998.79,0.64,0.42
1998.88,0.59,0.43
1998.96,0.79,0.55
1999.04,0.71,0.49
1999.13,0.85,0.64
1999.21,0.44,0.33
1999.29,0.34,0.32
1999.38,0.42,0.27
1999.46,0.58,0.36
1999.54,0.64,0.38
1999.63,0.54,0.32
1999.71,0.63,0.39
1999.79,0.54,0.34
1999.88,0.55,0.38
1999.96,0.48,0.42
2000.04,0.29,0.25
2000.13,0.75,0.56
2000.21,0.65,0.56
2000.29,0.70,0.57
2000.38,0.50,0.36
2000.46,0.64,0.40
2000.54,0.59,0.39
2000.63,0.60,0.42
2000.71,0.55,0.39
2000.79,0.34,0.28
2000.88,0.46,0.31
2000.96,0.43,0.29
2001.04,0.67,0.46
2001.13,0.62,0.44
2001.21,0.70,0.56
2001.29,0.60,0.51
2001.38,0.71,0.58
2001.46,0.63,0.52
2001.54,0.69,0.59
2001.63,0.67,0.50
2001.71,0.67,0.52
2001.79,0.63,0.51
2001.88,0.86,0.73
2001.96,0.72,0.56
2002.04,1.00,0.77
2002.13,0.95,0.79
2002.21,1.08,0.89
2002.29,0.82,0.58
2002.38,0.85,0.63
2002.46,0.60,0.53
2002.54,0.82,0.61
2002.63,0.72,0.54
2002.71,0.84,0.63
2002.79,0.68,0.54
2002.88,0.70,0.59
2002.96,0.56,0.44
2003.04,0.96,0.75
2003.13,0.78,0.58
2003.21,0.74,0.60
2003.29,0.69,0.55
2003.38,0.85,0.61
2003.46,0.64,0.48
2003.54,0.74,0.59
2003.63,0.80,0.65
2003.71,0.78,0.62
2003.79,0.83,0.74
2003.88,0.65,0.54
2003.96,0.89,0.75
2004.04,0.72,0.58
2004.13,0.93,0.73
2004.21,0.77,0.63
2004.29,0.76,0.61
2004.38,0.46,0.38
2004.46,0.69,0.44
2004.54,0.25,0.27
2004.63,0.63,0.47
2004.71,0.56,0.50
2004.79,0.78,0.61
2004.88,0.91,0.73
2004.96,0.70,0.51
2005.04,0.96,0.75
2005.13,0.87,0.60
2005.21,0.98,0.74
2005.29,0.83,0.68
2005.38,0.76,0.63
2005.46,0.81,0.65
2005.54,0.80,0.62
2005.63,0.77,0.62
2005.71,0.97,0.71
2005.79,1.00,0.75
2005.88,0.91,0.74
2005.96,0.91,0.68
2006.04,0.80,0.56
2006.13,0.98,0.73
2006.21,0.80,0.63
2006.29,0.65,0.48
2006.38,0.52,0.50
2006.46,0.80,0.65
2006.54,0.70,0.55
2006.63,0.88,0.71
2006.71,0.79,0.65
2006.79,0.91,0.70
2006.88,0.91,0.74
2006.96,0.96,0.79
2007.04,1.27,1.02
2007.13,0.92,0.70
2007.21,0.96,0.73
2007.29,0.97,0.76
2007.38,0.97,0.69
2007.46,0.74,0.62
2007.54,0.82,0.61
2007.63,0.86,0.59
2007.71,0.84,0.60
2007.79,0.83,0.58
2007.88,0.75,0.59
2007.96,0.74,0.50
2008.04,0.52,0.31
2008.13,0.47,0.38
2008.21,0.90,0.74
2008.29,0.68,0.54
2008.38,0.58,0.49
2008.46,0.58,0.49
2008.54,0.78,0.60
2008.63,0.47,0.47
2008.71,0.81,0.61
2008.79,0.83,0.67
2008.88,0.87,0.69
2008.96,0.69,0.54
2009.04,0.78,0.65
2009.13,0.78,0.53
2009.21,0.68,0.54
2009.29,0.77,0.61
2009.38,0.84,0.65
2009.46,0.81,0.65
2009.54,0.95,0.74
2009.63,0.91,0.68
2009.71,0.95,0.73
2009.79,0.73,0.65
2009.88,0.91,0.81
2009.96,0.75,0.68
2010.04,0.94,0.75
2010.13,1.05,0.84
2010.21,1.12,0.93
2010.29,0.97,0.85
2010.38,0.98,0.75
2010.46,0.91,0.68
2010.54,0.76,0.63
2010.63,0.85,0.67
2010.71,0.89,0.63
2010.79,0.94,0.71
2010.88,1.02,0.82
2010.96,0.61,0.45
2011.04,0.76,0.52
2011.13,0.60,0.48
2011.21,0.76,0.65
2011.29,0.81,0.65
2011.38,0.62,0.52
2011.46,0.77,0.61
2011.54,0.88,0.70
2011.63,1.04,0.75
2011.71,0.81,0.57
2011.79,0.87,0.66
2011.88,0.81,0.58
2011.96,0.87,0.60
2012.04,0.66,0.49
2012.13,0.61,0.49
2012.21,0.73,0.58
2012.29,0.88,0.73
2012.38,1.01,0.78
2012.46,0.73,0.65
2012.54,0.62,0.58
2012.63,0.85,0.63
2012.71,0.87,0.72
2012.79,0.97,0.79
2012.88,0.98,0.78
2012.96,0.73,0.53
2013.04,1.01,0.70
2013.13,0.83,0.63
2013.21,0.86,0.68
2013.29,0.67,0.54
2013.38,0.72,0.61
2013.46,0.97,0.69
2013.54,0.75,0.60
2013.63,0.88,0.70
2013.71,1.05,0.77
2013.79,0.89,0.69
2013.88,0.96,0.84
2013.96,0.92,0.70
2014.04,1.00,0.76
2014.13,0.71,0.55
2014.21,0.86,0.79
2014.29,0.94,0.80
2014.38,1.09,0.86
2014.46,0.80,0.68
2014.54,0.74,0.58
2014.63,0.90,0.82
2014.71,1.10,0.88
2014.79,1.03,0.80
2014.88,0.85,0.67
2014.96,0.96,0.79
2015.04,1.01,0.85
2015.13,1.14,0.90
2015.21,1.14,0.95
2015.29,0.80,0.75
2015.38,0.91,0.80
2015.46,0.94,0.81
2015.54,0.74,0.74
2015.63,0.95,0.81
2015.71,0.89,0.85
2015.79,1.27,1.09
2015.88,1.26,1.05
2015.96,1.46,1.15
2016.04,1.35,1.17
2016.13,1.71,1.37
2016.21,1.69,1.35
2016.29,1.39,1.11
2016.38,1.25,0.96
2016.46,0.96,0.80
2016.54,1.04,0.85
2016.63,1.36,1.02
2016.71,1.19,0.90
2016.79,1.21,0.88
2016.88,1.27,0.91
2016.96,1.21,0.86
2017.04,1.23,1.02
2017.13,1.46,1.14
2017.21,1.44,1.17
2017.29,1.17,0.95
2017.38,1.24,0.91
2017.46,0.85,0.72
2017.54,1.08,0.81
2017.63,1.11,0.87
2017.71,1.03,0.77
2017.79,1.21,0.90
2017.88,1.12,0.88
2017.96,1.23,0.94
2018.04,1.12,0.81
2018.13,1.15,0.85
2018.21,1.17,0.89
2018.29,1.23,0.89
2018.38,1.02,0.82
2018.46,0.98,0.78
2018.54,1.16,0.82
2018.63,0.99,0.76
2018.71,1.02,0.80
2018.79,1.19,1.01
2018.88,1.06,0.82
2018.96,1.25,0.92
2019.04,1.21,0.93
2019.13,1.25,0.95
2019.21,1.44,1.18
2019.29,1.30,1.01
2019.38,1.12,0.85
2019.46,1.14,0.92
2019.54,1.19,0.94
2019.63,1.14,0.94
2019.71,1.12,0.92
2019.79,1.26,1.01
2019.88,1.32,1.00
2019.96,1.47,1.09
2020.04,1.47,1.17
2020.13,1.61,1.25
2020.21,1.41,1.18
2020.29,1.43,1.13
2020.38,1.29,1.02
2020.46,1.23,0.92
2020.54,1.06,0.90
2020.63,1.05,0.87
2020.71,1.33,0.99
2020.79,1.19,0.89
2020.88,1.54,1.11
2020.96,1.17,0.81
2021.04,1.13,0.81
2021.13,0.94,0.67
2021.21,1.20,0.88
2021.29,0.96,0.74
